"RT","Avai","Thr","Late","Place"
"3057","91.8","20.2","873","1"
"3679.2","83.1","30.8","8","0"
"2771.6","58.3","12.6","926","2"
"2212.8","16.4","38.9","539","1"
"2301.7","39.9","17.5","532","1"
"1288.1","26.7","31.7","9","0"
"430.5","40","3.3","653","2"
"532.4","51","4.9","894","1"
"1118.4","67.8","18.7","6","0"
"4284.3","93.5","26.7","700","1"
"2648.6","59.2","34.1","850","1"
"352.9","92.9","22.5","769","1"
"2357.1","61.8","38.5","696","3"
"1285.4","31.2","30.7","871","1"
"1592.1","31.9","26.4","1","0"
"1455.2","42.3","10.1","4","0"
"318.3","37.2","16.7","7","0"
"262","85","1.7","997","2"
"417.7","44.9","3.6","731","1"
"1600.3","7.8","15.9","6","0"
"79.4","10.8","31.4","522","1"
"3119.9","76.9","6.7","7","0"
"2293.9","77.3","31.4","913","2"
"612.2","12.8","25.6","585","1"
"640.4","24.4","27.3","787","2"
"394.7","66.7","32.9","4","0"
"439.4","88","9.4","513","1"
"1969.7","13.5","42.3","367","3"
"666.9","14.7","15.2","982","1"
"3287","97.2","6.6","758","2"
"2302.5","57.2","17.1","2","0"
"924.2","34.4","14.9","483","3"
"1888","45.7","14.3","619","2"
"5095.6","8.4","4.2","592","3"
"2477.3","25.6","0.5","9","0"
"328","89","7.1","938","2"
"1676.6","80.7","37.3","5","0"
"3121.2","97.3","30","585","1"
"133","92","0.8","528","2"
"232","100","13","582","2"
"4367.4","11.6","21.7","786","1"
"124.67","100","6.9","159","3"
"498","54.8","10.2","8","0"
"50.07","27","11.2","509","3"
"952.8","51.6","13.5","9","0"
"3736.2","48.5","29.4","608","2"
"1825.2","66.2","24.6","145","3"
"3989.7","97.1","4.1","108","3"
"3042.8","47.5","14.8","260","3"
"3121.5","43.2","7.4","9","0"
"3406.5","16.6","12.7","134","3"
"1636.6","35.7","20.3","858","2"
"4203.4","62.3","1","942","1"
"108","93","30","640","1"
"3582.8","99","2","65","3"
"2860.4","19.6","24","5","0"
"167","72","15.4","958","1"
"111.67","85","7.4","1","0"
"431.33","85","9.4","895","2"
"2805.7","14","13.8","645","1"
"2070.2","49.9","24.2","727","2"
"221","18","4.3","5","0"
"302.4","91","12.5","460","3"
"127.33","100","6.9","613","2"
"2633.2","72.1","17.5","600","3"
"2406.4","40.3","32.7","810","2"
"3085.5","47","35.4","281","3"
"118.14","60","9","122","3"
"896","62.9","5","5","0"
"2137.8","49.1","37.1","3","0"
"1041.6","50.8","39.4","542","1"
"1506.3","20.2","25.5","397","3"
"1864.8","29.7","19.3","6","0"
"79.65","61","13.3","117","3"
"277.2","85","1.6","567","1"
"1083.4","81.9","27.6","96","3"
"1930","50.5","18.9","764","1"
"32.8","67.8","9.2","9","0"
"166","83","28.1","733","1"
"1185.4","48.2","5.3","581","1"
"1130.9","99.1","16.6","595","1"
"3115.4","11","36.4","902","2"
"3010.1","43.7","32.6","619","1"
"4629.3","72.7","37.9","877","2"
"2166.3","72.8","18.1","904","1"
"112.7","84.1","10.7","82","3"
"342.5","7.6","22.8","3","0"
"791","32.9","14.1","801","1"
"3645.9","67.1","16.7","534","1"
"484.2","63.8","24.3","970","2"
"3354.4","62.9","32","618","2"
"184.67","98","2.6","534","3"
"117","91","1.8","380","3"
"676.6","76.7","11.9","759","2"
"3614.1","72.4","18.9","202","3"
"1204.6","31.2","8.8","318","3"
"238","87","3.8","138","3"
"1061.9","56.6","7.4","281","3"
"329.7","85","1.8","806","2"
"2945.4","65","13.8","696","1"
"4922.5","13.2","13.5","431","3"
"64.96","18","4.3","76","3"
"752.7","41.1","8","970","2"
"4357","97","36.4","952","2"
"488.6","55.9","25.4","504","1"
"2444.7","53.3","25.2","844","1"
"3327.2","37.9","1.1","5","0"
"225","100","1.9","2","0"
"218.8","89","1.4","595","2"
"2323.3","8.7","13","606","1"
"257.8","85","1","160","3"
"2422.8","62.7","23.4","752","2"
"502.7","67.8","5.1","1","0"
"2210.4","71.6","8.1","115","3"
"3846.3","45.6","20.9","272","3"
"814.2","10.3","4.5","978","1"
"1005.7","6.9","34.9","762","2"
"277.78","86","3.2","5","0"
"337","93","4.7","250","3"
"3198.8","50.2","4.8","572","1"
"790.2","39.3","5.7","833","1"
"4626.6","66.8","14.5","583","1"
"1788.6","28.5","28.6","521","1"
"532.75","78","5.5","731","2"
"1593.1","17.7","19.4","720","2"
"3146.6","61.1","32.3","6","0"
"1684.2","85.4","26.4","686","2"
"2231.6","44.5","27","2","0"
"1301.33","98","3.5","634","3"
"1530.1","49.3","1.6","435","3"
"1723.1","25.4","15.5","548","1"
"3301.6","65.6","31.6","9","0"
"1817","63.2","13.6","9","0"
"1467.4","50.4","21.9","365","3"
"4504","31.2","7.1","528","3"
"144.29","76","3","5","0"
"107.4","85","19","195","3"
"2834.7","62.7","43","950","1"
"1526.7","49.5","22.2","8","0"
"59.6","28.4","30.7","790","2"
"947.9","28.2","34","536","2"
"4376.8","28.9","25","636","2"
"3042.8","27.4","14.6","139","3"
"3951.1","97.4","15.5","7","0"
"3924","25.8","11.8","449","3"
"194.6","90","1.9","9","0"
"136.17","89","8.4","732","1"
"4085.3","49.1","36.3","585","3"
"3647.8","26.8","34.5","8","0"
"2313.2","30.9","3.8","2","0"
"1645.4","56.4","34.7","681","1"
"2353.5","45.8","32.3","3","0"
"1494","30.5","33.8","591","3"
"2686.8","80","25.3","7","0"
"1171.9","40.1","28.7","766","1"
"568.8","54.6","16.1","629","3"
"78.8","24.1","13.4","5","0"
"2701.3","27.7","12.1","212","3"
"1747.2","16.8","22.5","683","2"
"83","91","19","932","1"
"2119.3","65.4","38.9","126","3"
"100.56","99","14.1","585","2"
"3482.9","21.4","1","532","1"
"1382.2","29.5","18.7","664","2"
"2952.6","27.3","34.6","2","0"
"558.1","96.6","20.6","7","0"
"2416.5","15.9","15.7","522","3"
"137.8","13.6","1.8","7","0"
"628.3","92.4","28.4","5","0"
"4033.5","65.1","22.8","838","2"
"3749.8","81.1","8.3","525","3"
"4273.3","10.6","25.5","1","0"
"309","96","23.5","999","2"
"2978.5","40.8","3.7","4","0"
"1279.8","29.6","9.6","663","1"
"3588.9","82.1","21.6","9","0"
"3492.1","70.2","10.9","669","2"
"1470.8","30.2","18.8","696","1"
"1100.1","42","25.6","2","0"
"35.7","19.4","16.5","520","3"
"942.8","41.4","5.1","8","0"
"1270.9","59.1","19.6","372","3"
"1859.5","43.3","33.5","645","1"
"4098","97","4.7","6","0"
"489.2","67","5.1","510","1"
"4762.1","74.5","45.2","822","2"
"287.36","89","9.7","719","1"
"3956.2","34.1","29.8","820","2"
"1588.9","35.2","23.9","835","2"
"1472.8","55.1","14.5","5","0"
"3079.6","75.4","41","783","1"
"1495.7","42.2","12.1","5","0"
"2225","77.1","31.8","586","3"
"118.33","91","11.1","7","0"
"3753","16.9","0.6","310","3"
"408.5","53.3","2.1","524","2"
"3715.1","63","32","527","2"
"337","83","19.7","857","2"
"988.4","69.3","35.6","169","3"
"59.58","77","8.8","5","0"
"1398.4","71.7","12.9","677","2"
"2693.4","18.4","26.8","291","3"
"3694.4","85","23.6","454","3"
"3779.7","26.8","6.6","927","2"
"1152.6","80.8","20.3","414","3"
"1551.6","61.1","33.1","734","2"
"173.88","99","3","2","0"
"4307.8","65","24.2","519","3"
"656.5","25.7","1.2","797","1"
"839.8","87.9","21.7","825","2"
"823.9","104.9","38.1","500","3"
"146.43","98","1.9","783","2"
"1656.9","10.5","32.4","2","0"
"325.3","69","12.1","684","1"
"293.8","93","12.9","673","3"
"3009.5","20.3","34.9","1","0"
"1774.4","55.9","35.2","506","2"
"2360.2","17.4","15.4","482","3"
"1349.8","48.8","21.4","693","3"
"2737.3","10.8","31.5","2","0"
"3760.8","52.6","28.1","641","2"
"270.7","44.2","4","844","1"
"150.4","20","6.5","702","1"
"72.4","25.6","31.3","988","1"
"208.6","47","14.1","67","3"
"4337","52.6","20","789","1"
"42.7","67","7.6","690","2"
"4117.3","62.8","21.6","1","0"
"370.25","67","5.4","9","0"
"1129.8","53.4","19.8","3","0"
"1409","72.8","2.8","518","2"
"2442.7","29.7","26","140","3"
"111.08","86","13.6","4","0"
"3663.9","14.4","10.4","554","2"
"1931.4","53","27.2","827","2"
"804.9","15.9","14.4","4","0"
"128.5","86","6.4","716","2"
"3312.2","12.4","29.4","580","2"
"1772","73.7","10.4","627","2"
"4198","82.6","9.9","752","1"
"4689.3","74.9","30.2","545","2"
"112.81","24","12.6","525","3"
"3243.6","54.6","19.6","780","1"
"1136.6","40.5","36.3","674","1"
"2954","56.3","7.4","831","1"
"3863.7","17.5","25.9","2","0"
"2676.3","21.5","4.2","6","0"
"416.9","73.1","13.9","834","2"
"529","95","3.1","6","0"
"3306.3","20","25.7","856","1"
"908.4","67.3","3.6","935","1"
"3207","65.2","3.9","966","2"
"1251.8","62","40.1","494","3"
"3393.7","87.8","18.3","1","0"
"1884","48.2","8.3","3","0"
"4232.4","33.5","40","624","3"
"112","83","37.7","573","3"
"4012.2","83.9","36.8","629","1"
"4289.4","74.2","11.4","997","2"
"2387.4","30.1","20.3","4","0"
"1336","58.5","5.7","582","2"
"1679.9","29.9","18.6","829","1"
"281.8","93","1.3","8","0"
"1746","29.3","6.2","984","1"
"922.4","86.5","27.3","423","3"
"1787.2","33","7.6","228","3"
"517.8","60.6","2.8","926","1"
"248.6","91","2.7","570","1"
"2133.7","37.1","28.9","977","1"
"244.25","70","9.3","559","1"
"152","96","24.2","635","2"
"283","87","21.1","995","1"
"856.7","74.7","12.4","640","3"
"130.5","86","7.9","384","3"
"818.7","26.6","29.9","951","1"
"75.25","56","8","653","2"
"4682.7","65.7","34.5","824","1"
"1137.4","90.5","16.2","7","0"
"139.5","95","3.2","9","0"
"1913","33.7","12","921","2"
"190.17","73","2.6","41","3"
"4306","31.1","23.1","12","3"
"137.71","79","2.4","3","0"
"1145.3","29.5","13.7","21","3"
"1198.4","26.6","22.2","660","1"
"165","83","27","441","3"
"5275.5","72.5","9.9","875","2"
"260","83","15.5","956","1"
"1668.7","84.8","28.9","740","2"
"1631.5","57","21","563","1"
"1183.9","53.8","13.1","753","2"
"324.5","72","14.6","149","3"
"2114.1","49.5","1","502","3"
"715","54.6","5.6","7","0"
"1892.5","48.1","9.4","362","3"
"3468.9","50.3","33","841","1"
"324.8","86","12.4","5","0"
"2792","59.7","21.5","9","0"
"132.17","93","4.8","813","1"
"4874.2","10.4","18.8","516","2"
"249.2","92","1.6","603","2"
"105.67","91","3.5","942","1"
"257.67","88","8.9","557","2"
"1021.5","65","3.1","128","3"
"671.7","68.7","16.2","625","2"
"720","48.2","24.6","529","2"
"101","85","16.1","620","1"
"2047.7","42.1","39.3","745","1"
"5061.8","55.3","27.5","516","3"
"2902.7","32.9","3.5","134","3"
"4890.1","16.6","0.7","461","3"
"79","84","7.1","196","3"
"195.56","100","11.6","497","3"
"151.85","12","6.5","858","1"
"2089.8","14.5","26","2","0"
"3976.5","12.6","22.1","890","1"
"125.67","92","7.2","6","0"
"160.5","57.9","13.7","712","2"
"4075.7","52","7.9","500","1"
"2254.3","53.5","38","666","2"
"2433","61.8","25.1","448","3"
"2930.1","40.4","32.5","513","1"
"283.74","86","3.3","553","1"
"1643.5","13.8","21.9","355","3"
"1836.4","43.6","26.6","4","0"
"3598.7","21.2","23.8","293","3"
"266.92","72","1.4","624","3"
"3410.5","34.3","0.2","913","2"
"3045.8","76.5","31","811","1"
"1620.6","66.1","24.4","673","2"
"3849.1","36.6","15.5","783","1"
"4524.3","85","26.1","5","0"
"3625.8","57","28.1","692","2"
"264","94","0.4","542","3"
"3157.6","13.5","37","659","1"
"2256.6","68.4","8.7","4","0"
"3355.4","24.2","25.3","779","1"
"1872.1","66.2","5.2","693","2"
"3655","22.6","1.2","979","1"
"1760.4","19.2","30.2","33","3"
"220.6","90","1.3","585","2"
"993.8","87.3","26.9","854","1"
"434.83","66","3","4","0"
"1029.5","30.9","1.8","9","0"
"1423.8","90.2","29.8","991","1"
"2206.2","44.4","41.4","477","3"
"1502.3","27.4","3","594","2"
"4010.5","41.6","41.5","454","3"
"2479.8","86.1","36","993","1"
"157.2","53","1.5","2","0"
"3541.5","29.2","4.9","569","2"
"2486.9","21.8","2.7","8","0"
"207.2","85","1.1","5","0"
"710","46.1","1.4","418","3"
"2808.7","59","40.5","520","1"
"4657.1","6.7","32.6","519","1"
"3009.1","10.1","33.3","871","1"
"3283","92","1.6","477","3"
"3267.3","54","28.6","301","3"
"125","54.7","32.8","880","2"
"266","83","19.2","212","3"
"3494.3","64.6","23","8","0"
"2780.9","38.1","3.9","683","1"
"1347.3","13.3","6.7","505","1"
"177.9","53.2","11.9","278","3"
"3242.5","37.1","12.1","552","2"
"2977.1","61.4","25.3","7","0"
"1943.1","75.1","7.9","509","1"
"413.33","100","12","74","3"
"120","85","34.4","5","0"
"2369.2","70","22.8","1","0"
"277.4","93","1","518","3"
"144","83","25.3","570","1"
"2618.8","65.2","25.3","8","0"
"2213.9","33.4","28.5","7","0"
"620.25","91","8.5","8","0"
"2537.6","23.5","1.3","761","1"
"683.7","71.9","38","915","1"
"4065.5","56.2","25.4","694","1"
"69.2","29.1","23.7","460","3"
"176.25","89","7.1","875","1"
"44.97","51","7.8","6","0"
"3991.4","55.1","15.8","859","1"
"308.7","61.6","26.2","559","3"
"3761.5","68.7","14.2","542","1"
"248","95","23.8","4","0"
"1183.8","5.6","7.8","544","2"
"2168.5","49.3","2","6","0"
"1318","75","34.4","815","1"
"234.83","73","3.5","373","3"
"2054.3","77.5","29.4","8","0"
"261.62","21","1.5","257","3"
"3462.4","6.7","3","1","0"
"3355.3","30.4","27.8","996","2"
"1633.2","18.3","14.4","580","2"
"1718.3","44.1","20.9","998","2"
"2108.8","68","3","4","0"
"1371","54.1","28.8","6","0"
"2895.6","83.4","25","6","0"
"1279.1","18.4","32.9","974","1"
"1074.9","78","0.6","604","1"
"161.69","87","12.4","4","0"
"3456.3","63.1","35.6","7","0"
"3620","62.5","5.2","68","3"
"1443.5","76.7","42.6","843","1"
"649.3","56.6","27.5","3","0"
"2473","10.2","18.3","731","2"
"3197.14","48","1.5","754","1"
"77","50","9.2","3","0"
"159.62","34","0.9","555","3"
"1198","9.1","22.4","1","0"
"1579.9","47.4","3.7","619","1"
"2055.8","95.8","7.8","923","2"
"230.6","97","14.2","755","2"
"211","83","13.7","512","2"
"203","72","22.1","5","0"
"3447.1","11.4","31","514","2"
"83.6","47.7","15.7","469","3"
"4407.6","44.2","41.4","7","0"
"300.6","100","1.4","788","2"
"261.7","60.5","19.1","647","3"
"1383","35.3","24.4","2","0"
"682.6","29.4","29.3","987","2"
"1099","95","10.6","2","0"
"3778.3","76.4","7.4","810","1"
"836.5","86","5.4","823","1"
"83.33","39","1.7","644","3"
"2520.4","14.7","23.4","660","2"
"2281.8","59","25","593","2"
"237.8","99","14.3","209","3"
"243","98","25.6","580","2"
"841.4","63.7","27.8","940","1"
"171","83","18.6","60","3"
"2037.1","80.8","25.3","668","2"
"162.8","51","4.3","483","3"
"2952.7","74.8","1.2","987","1"
"1660.1","34.7","3.2","690","1"
"1387.3","75.2","9.3","950","2"
"4695.1","14.1","21.1","3","0"
"263.89","87","7","868","2"
"2294.6","26.5","36.5","2","0"
"348.33","66","4.4","897","2"
"1007.1","73.2","28.3","958","2"
"1454.2","55.8","17.3","741","2"
"1130","57.2","23.8","6","0"
"301","20","4","660","3"
"151.4","53","5.6","661","3"
"3273.75","84","1.6","738","2"
"3935.1","72","0.8","3","0"
"3528.6","80.4","14.8","422","3"
"3292.8","59.7","6.4","971","1"
"1658.7","18.2","32.3","799","1"
"2380","28","2.9","972","1"
"4964.2","71.4","33.9","528","1"
"5040","22.5","15.6","1","0"
"309.2","96","12.6","7","0"
"1157.1","88.5","5.8","962","1"
"3592","67.3","3.7","7","0"
"4035.9","8.2","22.4","8","0"
"202.1","80.7","23.5","9","0"
"4457.8","38.4","30.5","207","3"
"165","83","9.7","346","3"
"4031.4","38.4","32.3","935","1"
"1128.3","12.5","29.8","4","0"
"1753.8","29.3","2.9","619","1"
"1722","24.9","27.2","963","2"
"765","79.1","24.9","158","3"
"2292.9","75.1","40","854","1"
"2354.8","20.1","7.5","798","2"
"1901","27.1","0.7","504","1"
"2989.5","59.2","1.5","829","2"
"3202.3","7.7","19.9","9","0"
"1147.2","74.9","0.7","738","2"
"130.33","63","7.8","931","2"
"3897.3","23.1","31.4","348","3"
"74.1","92.7","21.2","4","0"
"295.89","61","6.3","617","2"
"2064.6","64.8","6.6","669","2"
"1976.6","45","14.4","3","0"
"137.81","63","2.5","135","3"
"2055.4","91.2","12.6","935","1"
"114.33","85","16.2","5","0"
"1357.1","80.2","12.1","971","1"
"660.3","86.4","5.3","802","2"
"2596.6","67.4","11.9","766","2"
"2827.9","30.7","3.1","7","0"
"632.4","40.9","30.8","539","2"
"1973.1","10","5.9","585","3"
"693.3","28","19.6","211","3"
"3155.8","38.9","2.5","929","1"
"3770.5","82.4","7.3","695","3"
"40","72","19.8","922","1"
"1079.5","31.5","16.5","6","0"
"4380.2","52.5","11.1","1","0"
"2556.3","68.7","8","845","1"
"4141","34.6","29.6","494","3"
"2499.9","45.4","30","643","2"
"929","86","5.3","585","2"
"541","91","20.3","393","3"
"4836.3","74.8","24.1","838","1"
"464","67","2.2","670","1"
"2146.5","65.4","28.2","7","0"
"1822.5","8.8","5.1","850","1"
"3604.4","54.5","11.1","610","2"
"384.5","57","5.7","214","3"
"2261.5","85.8","14.3","2","0"
"1108.9","81.6","12.8","8","0"
"2152.9","35.1","28.3","2","0"
"248.4","98","1.4","996","2"
"3087","70","9.6","3","0"
"2289.4","72","14.6","654","2"
"4004.3","34.7","7.4","3","0"
"272.3","35","2.7","5","0"
"1195","11.9","26.1","3","0"
"3194.4","42.5","12.2","8","0"
"2567.1","52.2","28.5","601","3"
"3486.6","63.8","5.2","576","2"
"3010.7","78.9","23.4","551","2"
"1501.6","55.6","41.8","9","0"
"542.6","10.9","13.2","977","2"
"865.2","82.4","33.1","550","1"
"737.7","62.8","23.5","532","3"
"931.3","25.8","9.1","1","0"
"885.6","36.7","31","9","0"
"884.2","42.5","23.1","901","1"
"587","18.2","41","745","2"
"1356.3","29","19.4","7","0"
"1715.2","70.1","6","687","2"
"544.4","35.3","1.5","808","2"
"3249.1","32.1","12.3","316","3"
"1474.2","26","33.9","570","3"
"2381.5","46.2","8.3","640","1"
"1859.7","69.9","14.7","427","3"
"1082.2","24.3","5.2","57","3"
"1966.6","47.5","5.9","737","2"
"78.82","88","17.1","50","3"
"2855.2","33.3","2.3","895","1"
"1193.4","22.5","2.5","911","2"
"3013.8","8.7","41.3","3","0"
"388.8","23.3","14.8","542","1"
"1789.8","79","32.1","856","2"
"311.8","93","12.1","699","3"
"1510.33","82","3.2","317","3"
"2766.1","84.7","29.7","767","1"
"1503.9","7.1","16.4","525","2"
"3225.8","31.4","34","748","1"
"3497.6","44.7","25.8","915","1"
"1879.8","84.5","10.5","959","2"
"3854.5","75.6","20.2","9","0"
"94.2","66.9","17","4","0"
"2250","15.7","8.6","918","1"
"3723.7","77.1","42.8","593","3"
"757.4","76.2","20.4","1","0"
"2204.3","19.2","12.7","505","2"
"3406.2","39.1","28.3","929","2"
"2757.4","65.3","4.7","887","1"
"4752.4","43.1","28.5","9","0"
"124.67","89","2.1","516","3"
"4109.7","76.6","19.3","508","2"
"2158.8","5.9","33.2","3","0"
"4410","81.2","31.3","2","0"
"591.5","79.5","27.9","760","2"
"231.2","95","1.2","6","0"
"1797.2","55.2","13.3","1","0"
"3487.4","47.9","6.5","726","2"
"938.9","58.2","8.7","547","1"
"4096.5","46.2","43.3","19","3"
"3981.6","55","23.9","606","3"
"739.2","86.7","12.8","822","1"
"4841.7","15.8","4.1","992","2"
"1568.5","76.2","29.8","2","0"
"1589.4","44.7","14","527","1"
"1864.2","26.5","15.2","755","2"
"2341.6","63.9","25.7","666","1"
"211","86","14.3","695","2"
"3686.1","47.1","33.6","915","1"
"2018.2","5.9","36.7","177","3"
"1907.2","75.2","12.6","600","3"
"733.2","32.8","13.4","327","3"
"42.5","72","13.1","389","3"
"1898.1","59.6","17.9","588","3"
"2324.7","86.2","23.9","233","3"
"2314.8","53.4","16.3","291","3"
"4418.3","26.1","17.3","5","0"
"2806.1","23.9","9.2","956","1"
"1497.1","80.8","0.8","874","2"
"3765.4","18.3","2.9","6","0"
"82.43","42","6.5","7","0"
"2357.3","68.6","9.3","278","3"
"576.71","28","1.2","9","0"
"2990.6","59.4","5.9","707","2"
"148","94","17.1","614","2"
"1632.5","52.3","18","992","1"
"3268.5","34","31.6","8","0"
"1862.6","58.1","25.4","1","0"
"2000.1","65.9","32.4","896","2"
"3513.1","8.6","7.9","509","1"
"112","83","27.3","7","0"
"3595.4","60.6","28.4","657","1"
"1083.7","6.1","27.2","956","1"
"173.1","84","16.1","947","1"
"1236.4","9.7","31.3","5","0"
"200.2","92","1","453","3"
"245.6","99","1.6","3","0"
"4862.6","32.2","9.5","4","0"
"2201.9","96.5","35.3","9","0"
"2185.8","88.9","6","689","1"
"1774.5","73","2.9","4","0"
"98.33","99","5.5","617","1"
"2299.8","60.9","5.3","535","1"
"3377.7","60.8","24.5","575","2"
"266.7","54.5","19.4","923","1"
"3547.8","15.3","27.2","9","0"
"1780.8","57.6","24.8","6","0"
"3031.7","77.9","34.9","657","1"
"1475.8","22.9","35.8","6","0"
"3460.4","53.6","2.5","549","2"
"2877.1","67.6","37.8","7","0"
"276","88","1.6","193","3"
"4082.8","26.1","38.8","4","0"
"173.4","25","9.7","2","0"
"728.8","10.7","5","694","1"
"812.7","25.6","10.2","967","2"
"2726.6","91.9","35.5","1","0"
"239.05","97","8.8","804","1"
"52.5","41.5","4.8","666","2"
"301.2","20.7","26.5","510","2"
"2606","9.4","16.9","965","2"
"845.2","27.1","35.5","617","3"
"151","83","24","607","1"
"38","71","1.9","3","0"
"2014.9","40.8","32","1","0"
"153.44","87","1.7","572","1"
"223.5","72","11.9","862","1"
"4250.7","26.3","17.1","397","3"
"314","90","24.6","346","3"
"200.6","56","9","7","0"
"4366.4","42.7","12.6","762","2"
"2419.8","54.8","41.5","845","1"
"895.9","56","4.9","718","1"
"465","83","9.1","937","1"
"1025.7","19.2","6.9","1","0"
"234","97","2.6","607","1"
"1986.9","89.5","7.3","1","0"
"1180.6","35.6","16.7","944","2"
"4738.2","20.1","43.2","4","0"
"4954.2","57.2","37.6","877","2"
"1610","61.6","7.3","786","1"
"3203.3","33.8","11.5","778","1"
"426.3","24.8","9.5","4","0"
"4777.2","58.5","26.4","421","3"
"2954.7","17.6","28.7","6","0"
"2485.3","23","29.8","587","1"
"1603","22.3","12.8","388","3"
"3308","76.7","14.5","664","2"
"4735.7","16.5","20.1","4","0"
"576.7","73.7","29.1","361","3"
"3958.2","89.5","38.3","645","2"
"3276.4","87.5","14.8","59","3"
"326.1","35","5.6","518","3"
"3429.8","48.7","19.5","737","1"
"257.5","100","3.4","848","1"
"529.33","66","1.1","983","2"
"3673.2","53.8","31.4","5","0"
"1694.1","51","39.5","2","0"
"1886.5","59.4","16.2","979","1"
"123","99","7.5","9","0"
